Id,Name,Type,Possible Type,Lat,Lng,Lat/Lng,Address Override,Geocoded Street,Geocoded Suburb,State,Postcode,Last Known Status,Tags,Owned By,Contracted To
387d0,Daintree Wild Zoo,Zoos,,-16.317505,145.40538,"-16.317505, 145.405380",,Mossman Daintree Road,Wonga,QLD,4873,Open,,,
7fae8,Darling Downs Zoo,Zoos,,-27.892277,152.021698,"-27.892277, 152.021698",,Baines Road,Pilton,QLD,4361,Open,,,
9859f,David Fleay Wildlife Park,Zoos,,-28.109573,153.44455,"-28.109573, 153.444550",,Loman Lane,Burleigh Heads,QLD,4220,Open,,,
0887d,Eco Park Fishing World & Farm Stay,Zoos,,-27.801256,153.177765,"-27.801256, 153.177765",,Halls Road,Luscombe,QLD,4207,Open,,,
a77df,Kuranda Koala Gardens,Zoos,,-16.818844,145.63269,"-16.818844, 145.632690",,Therwine Street,Kuranda,QLD,4881,Open,,,
bfa05,Lyell Deer Farm - Petting Zoo,Zoos,,-27.313511,152.814224,"-27.313511, 152.814224",,Lyell Court,Mount Samson,QLD,4520,Open,,,
21b95,Reef HQ Aquarium,Zoos,,-19.257605,146.823288,"-19.257605, 146.823288",,Flinders Street,Townsville City,QLD,4810,Open,,,
8a64c,Sea World,Zoos,,-27.957388,153.425293,"-27.957388, 153.425293",,Seaworld Drive,Main Beach,QLD,4217,Open,,,
d6df1,Snakes Down Under Reptile Park & Zoo,Zoos,,-25.239126,152.300842,"-25.239126, 152.300842",,Lucketts Road,Doolbi,QLD,4660,Open,,,
f0b38,Underwater World Sea Life Aquarium,Zoos,,-26.68306,153.121826,"-26.683060, 153.121826",,Parkyn Parade,Mooloolaba,QLD,4557,Open,,,
5.33E+03,Adelaide Poultry,Abattoirs,,-34.841145,138.579651,"-34.841145, 138.579651",,Moss Road,Wingfield,SA,5013,Open,Free Range,,
df5e0,Aldinga Turkey Abattoir,Abattoirs,,-35.215961,138.569778,"-35.215961, 138.569778",,Foggo Road,McLaren Vale,SA,5171,Closed,,,
32a6c,Big River Pork Abattoir,Abattoirs,,-35.202629,139.29689,"-35.202629, 139.296890",,Flagstaff Road,Brinkley,SA,5253,Open,Gas Chamber,,
ad162,Bordertown Processing Plant,Abattoirs,,-36.326519,140.736511,"-36.326519, 140.736511",,Meatworks Road,Bordertown,SA,5268,Open,,JBS,
7fdfe,Bratkovic Slaughterhouse,Abattoirs,,-35.132755,139.327576,"-35.132755, 139.327576",,Old Princes Highway,Murray Bridge East,SA,5253,Open,Gas Chamber,,
b2c2d,Chapmans Meatworks,Abattoirs,,-35.037437,138.917923,"-35.037437, 138.917923",,Princes Highway,Nairne,SA,5252,Closed,,,
fea26,Cummins Meat Processing,Abattoirs,,-34.266582,135.717163,"-34.266582, 135.717163",,Siviour Street,Cummins,SA,5631,Open,,,
8c10e,Dews Meats,Abattoirs,,-32.729755,138.622833,"-32.729755, 138.622833",,Ninth Street,Orroroo,SA,5431,Open,,,
fcef2,Gepps Cross Abattoir,Abattoirs,,-34.839008,138.603333,"-34.839008, 138.603333",,Matthews Road,Gepps Cross,SA,5094,Closed,,,
2974c,Gladstone Slaughterhouse,Abattoirs,,-33.256073,138.357437,"-33.256073, 138.357437",,Slaughterhouse Road,Gladstone,SA,5473,Open,,,
0b6c7,Gourmet Poultry Service,Abattoirs,,-34.824806,138.596634,"-34.824806, 138.596634",,Newcastle Crescent,Cavan,SA,5094,Open,,,
1220e,Haliloff Halal Fresh Quality Meats,Abattoirs,,-34.700447,138.550095,"-34.700447, 138.550095",,Flinders Road,Waterloo Corner,SA,5110,Open,,,
3febd,Inghams Poultry Abattoir,Abattoirs,,-34.744015,138.588013,"-34.744015, 138.588013",,Burton Road,Burton,SA,5110,Open,,,
ef10c,Kangarilla Abattoir,Abattoirs,,-35.144188,138.652924,"-35.144188, 138.652924",,Sand Road,Kangarilla,SA,5157,Open,,,
689f5,Kapowie Poultry Slaughterhouse,Abattoirs,,-34.297253,138.916306,"-34.297253, 138.916306",,Mount Allen Road,Allendale North,SA,5373,Open,,,
3307a,Lobethal Abattoir,Abattoirs,,-34.903145,138.881943,"-34.903145, 138.881943",,Ridge Road,Lobethal,SA,5241,Open,,,
ffe0a,Loxton Abattoir,Abattoirs,,-34.430038,140.655777,"-34.430038, 140.655777",,Bullwinkle Road,Loxton,SA,5333,Open,,,
b23a7,Menzel's Meats,Abattoirs,,-34.360786,138.896713,"-34.360786, 138.896713",,Bethel Road,Kapunda,SA,5373,Open,,,
a7a06,Mullers Abattoir,Abattoirs,,-34.255421,140.519073,"-34.255421, 140.519073",,West Road,Glossop,SA,5344,Open,,,
5965d,Murray Bridge Abattoir,Abattoirs,,-35.107594,139.26329,"-35.107594, 139.263290",,Lagoon Road,Northern Heights,SA,5253,Closed,,,
6fd83,Normanville Meatworks,Abattoirs,,-35.467033,138.321335,"-35.467033, 138.321335",,Hay Flat Road,Normanville,SA,5204,Closed,,,
56d70,Peterborough Abattoir,Abattoirs,,-32.95805,138.847061,"-32.958050, 138.847061",,Price Road,Peterborough,SA,5422,Open,,,
17766,Port Pirie Abattoir,Abattoirs,,-33.229477,138.016739,"-33.229477, 138.016739",,Abattoirs Road,Port Pirie South,SA,5540,Closed,,,
37642,Prime Valley Pastoral Company abattoir,Abattoirs,,-34.571548,138.553223,"-34.571548, 138.553223",,Temby Road,Two Wells,SA,5501,Open,,,
61a42,Primo Port Wakefield Abattoir,Abattoirs,,-34.140392,138.183502,"-34.140392, 138.183502",,Pareora Road,Port Wakefield,SA,5550,Open,Gas Chamber,,
5a172,Rosedale Meats,Abattoirs,,-34.259319,140.669296,"-34.259319, 140.669296",,Ohlson Road,Lyrup,SA,5343,Open,,,
06a4b,Snowtown Abattoir,Abattoirs,,-33.796783,138.212067,"-33.796783, 138.212067",,Augusta Highway,Snowtown,SA,5520,Open,,,
357ac,South Ozzy Meats,Abattoirs,,-34.154774,138.425598,"-34.154774, 138.425598",,East Terrace,Balaklava,SA,5461,Open,,,
92a3a,Strath Meats,Abattoirs,,-35.268642,138.861725,"-35.268642, 138.861725",,Ashbourne Road,Strathalbyn,SA,5255,Open,,Strath Pastoral Pty Ltd,
2939a,Teys Australia - Naracoote Abattoir,Abattoirs,,-36.936348,140.824997,"-36.936348, 140.824997",,Wimmera Highway,Hynam,SA,5262,Open,,,
9a58d,Unknown slaughterhouse,Abattoirs,,-36.850456,139.844604,"-36.850456, 139.844604",,Cooke Street,Kingston SE,SA,5275,Open,,,
0542e,Waikerie Abattoir (Gateway Meat),Abattoirs,,-34.192329,140.015808,"-34.192329, 140.015808",,Searle Road,Waikerie,SA,5330,Closed,,,
623c9,Alamo broiler farm,Broiler (Meat) Chickens,,-34.158195,138.195999,"-34.158195, 138.195999",,Unnamed Road,Port Wakefield,SA,5550,Open,,Justin Centenera,
601ae,Angaston Breeder Farm,Broiler (Meat) Chickens,,-34.569286,139.119934,"-34.569286, 139.119934",,Hill Climb Road,Keyneton,SA,5353,Open,Parent / Breeder,,
a9ca4,Apek Poultry,Broiler (Meat) Chickens,,-35.150898,139.426071,"-35.150898, 139.426071",,Kepa Road,Kepa,SA,5259,Open,,RG Edge & SM Finlay,Ingham's
d032b,Artopta Poultry Farm,Broiler (Meat) Chickens,,-34.452732,138.444,"-34.452732, 138.444000",,Old Dublin Road,Mallala,SA,5502,Open,,,
60019,Azemi One Chicken Farm,Broiler (Meat) Chickens,,-34.133904,138.14827,"-34.133904, 138.148270",,Bussenschutt Road,Port Wakefield,SA,5550,Open,,,
5f28a,Beaufort Poultry Limited,Broiler (Meat) Chickens,,-34.104485,138.169556,"-34.104485, 138.169556",,Wheat Road,Beaufort,SA,5550,Open,,,
ddea7,Big Bird Investments Pty Ltd,Broiler (Meat) Chickens,,-34.366199,139.640549,"-34.366199, 139.640549",,Notts Well Road,Paisley,SA,5357,Open,,,
8a77c,Broiler breeder farm,Broiler (Meat) Chickens,,-35.132122,139.16127,"-35.132122, 139.161270",,Unnamed Road,Monarto South,SA,5254,Open,Parent / Breeder,,
c420e,Broiler farm,Broiler (Meat) Chickens,,-35.138039,138.767258,"-35.138039, 138.767258",530 Battunga Road Meadows,Battunga Road,Jupiter Creek,SA,5153,Open,,,Gourmet Poultry
236fa,Broiler farm,Broiler (Meat) Chickens,,-34.483875,138.737579,"-34.483875, 138.737579",,Mackereth Road,Templers,SA,5371,Open,,,Ingham's
43c37,Century Family Trust,Broiler (Meat) Chickens,,-34.553967,138.695786,"-34.553967, 138.695786","Kangaroo Flat Rd, Kangaroo Flat SA 5118, Australia",Kangaroo Flat Road,Kangaroo Flat,SA,5118,Open,,,
e5e48,Crizmic Poultry,Broiler (Meat) Chickens,,-35.190319,139.297867,"-35.190319, 139.297867",125-129 Flagstaff Road WHITE SANDS SA 5253,Flagstaff Road,White Sands,SA,5253,Open,,MS And CH Hampel,Ingham's
916b2,Dajmak Pty Ltd,Broiler (Meat) Chickens,,-35.050655,138.837341,"-35.050655, 138.837341",,Pinewood Lane,Totness,SA,5250,Open,,Dominic And Kerry Tripodi,
32828,Dalkey Farm (Southern Cross Farms Pty Ltd),Broiler (Meat) Chickens,,-34.223476,138.529877,"-34.223476, 138.529877",,Water Tower Road,Owen,SA,5460,Open,,David Shepherd,Ingham's
55f32,Double B farm,Broiler (Meat) Chickens,,-34.103775,138.194534,"-34.103775, 138.194534",,Wheat Road,Beaufort,SA,5550,Open,,,
2be17,Eagle Poultry,Broiler (Meat) Chickens,,-35.080158,139.155045,"-35.080158, 139.155045","LOT 81 Monarto Rd, Monarto SA 5254, Australia",Monarto Road,Monarto,SA,5254,Open,,Sham Sharma,Ingham's
1fa12,Eudunda 1 Breeder Farm,Broiler (Meat) Chickens,,-34.148926,139.071426,"-34.148926, 139.071426",,Unnamed Road,Eudunda,SA,5374,Open,Parent / Breeder,Baiada,
274dd,Eudunda 2 Breeder Farm,Broiler (Meat) Chickens,,-34.142906,139.06839,"-34.142906, 139.068390",,Quail Road,Eudunda,SA,5374,Open,Parent / Breeder,Baiada,
08db3,Former chicken farm,Broiler (Meat) Chickens,,-34.562233,138.721436,"-34.562233, 138.721436",,Krieg Road,Kangaroo Flat,SA,5118,Closed,,,
0c492,Giles Corner Farm (Southern Cross Farms Pty Ltd),Broiler (Meat) Chickens,,-34.231461,138.5336,"-34.231461, 138.533600",,Days Hill Road,Owen,SA,5460,Open,,David Shepherd,Ingham's
a8183,Glenellen Poultry,Broiler (Meat) Chickens,,-35.273888,139.385681,"-35.273888, 139.385681","LOT 729 Fabbian Rd, Jervois SA 5259, Australia",Generals Corner Road,Jervois,SA,5259,Open,,,
8f22f,Glenellen Poultry,Broiler (Meat) Chickens,,-35.084377,138.827423,"-35.084377, 138.827423",,Unnamed Road,Echunga,SA,5153,Open,,,
3df1b,Glenellen Poultry,Broiler (Meat) Chickens,,-35.281887,139.38591,"-35.281887, 139.385910",,Hawksnest Road,Jervois,SA,5259,Open,,,
4b877,Heaven Poultry,Broiler (Meat) Chickens,,-34.620831,138.71521,"-34.620831, 138.715210",,Hillier Road,Hillier,SA,5116,Open,,,
3ad75,Hillier Poultry (Broiler Hatchery),Broiler (Meat) Chickens,,-34.61779,138.725693,"-34.617790, 138.725693",,Murray Hillier Court,Hillier,SA,5116,Open,Hatchery,,
e8417,Hilltop Poultry,Broiler (Meat) Chickens,,-35.027035,139.397552,"-35.027035, 139.397552",,Pine View Road,Burdett,SA,5253,Open,,Robert Sherrah,Ingham's
93661,Hunter Poultry,Broiler (Meat) Chickens,,-34.479507,139.643524,"-34.479507, 139.643524","1665 Hunter Rd, Swan Reach",Pioneer Road,Paisley,SA,5357,Open,,,
2c316,Illibunda Broiler Farm,Broiler (Meat) Chickens,,-34.590984,138.569077,"-34.590984, 138.569077",,Gawler Road,Lewiston,SA,5501,Open,,,
4da2d,Ingham Breeder Sheds,Broiler (Meat) Chickens,,-35.148529,139.18277,"-35.148529, 139.182770",,South Eastern Freeway,Monarto South,SA,5254,Open,Parent / Breeder,,
92a2b,Ingham broiler farm,Broiler (Meat) Chickens,,-35.148968,139.412216,"-35.148968, 139.412216",,Unnamed Road,Kepa,SA,5259,Open,,,Ingham's
e9644,Inghams,Broiler (Meat) Chickens,,-35.14473,139.181229,"-35.144730, 139.181229","S Eastern Fwy, Monarto South SA 5254, Australia",White Road,Monarto South,SA,5254,Open,,,
cb023,Inghams,Broiler (Meat) Chickens,,-35.141617,139.16008,"-35.141617, 139.160080",,South Eastern Freeway,Monarto South,SA,5254,Open,,,
f7e81,Inghams Breeder Farm,Broiler (Meat) Chickens,,-34.358582,138.651657,"-34.358582, 138.651657",,SLAUGHTERHOUSE Road,Hamley Bridge,SA,5401,Open,Parent / Breeder,,
b9650,Inghams Breeder Farm,Broiler (Meat) Chickens,,-34.360027,138.642532,"-34.360027, 138.642532",,SLAUGHTERHOUSE Road,Hamley Bridge,SA,5401,Open,Parent / Breeder,,
cde9e,Inghams Breeder Farm,Broiler (Meat) Chickens,,-34.355358,138.632446,"-34.355358, 138.632446",,Unnamed Road,Hamley Bridge,SA,5401,Open,Parent / Breeder,,
3532,Inghams Breeder Farm,Broiler (Meat) Chickens,,-34.350929,138.63298,"-34.350929, 138.632980",,Unnamed Road,Hamley Bridge,SA,5401,Open,Parent / Breeder,,
8fc2f,Inghams Hatchery,Broiler (Meat) Chickens,,-35.131771,139.130997,"-35.131771, 139.130997",,Ferries McDonald Road,Monarto South,SA,5254,Open,Hatchery,,
27f1b,Inghams Monarto breeder farm 3-5,Broiler (Meat) Chickens,,-35.138958,139.162247,"-35.138958, 139.162247",,Unnamed Road,Monarto South,SA,5254,Open,,,
95569,Joleta SA farms - Manok,Broiler (Meat) Chickens,,-34.113792,138.147415,"-34.113792, 138.147415",,Mail Road,Port Wakefield,SA,5550,Open,,Ian Curtis,
4f64f,Joleta SA farms - Parrilla,Broiler (Meat) Chickens,,-34.092117,138.161835,"-34.092117, 138.161835",,Unnamed Road,Beaufort,SA,5550,Open,,ProTen Pty Ltd,
dcfcb,Joleta SA farms - Pollo,Broiler (Meat) Chickens,,-34.079979,138.163422,"-34.079979, 138.163422",,Beaufort Road,South Hummocks,SA,5550,Open,,ProTen Pty Ltd,
5d55e,Kepa Poultry,Broiler (Meat) Chickens,,-35.139404,139.422119,"-35.139404, 139.422119",,Unnamed Road,Kepa,SA,5259,Open,,RG Edge & SM Finlay,Ingham's
d3c62,Markou Farms,Broiler (Meat) Chickens,,-34.115997,138.190063,"-34.115997, 138.190063",,Unnamed Road,Beaufort,SA,5550,Open,,Nick Markou,
53cf2,Meldrum Breeder Farm,Broiler (Meat) Chickens,,-34.145172,138.723267,"-34.145172, 138.723267",,Rhynie-Riverton Road,Riverton,SA,5412,Open,Parent / Breeder,,
18322,Meron Broiler Farm,Broiler (Meat) Chickens,,-34.569405,138.703232,"-34.569405, 138.703232","LOT 138 Nottle Rd, Ward Belt SA 5118, Australia",Nottle Road,Ward Belt,SA,5118,Open,,,
0c686,Mt George Freerange,Broiler (Meat) Chickens,,-34.996536,138.767029,"-34.996536, 138.767029","LOT 22 Bridgewater-Carey Gully Rd, Mt George SA 5155, Australia",Peacock Road,Mount George,SA,5155,Closed,,,
d0cd3,Murbko Poultry,Broiler (Meat) Chickens,,-34.24081,139.654449,"-34.240810, 139.654449",,Murbko Road,Murbko,SA,5320,Open,RSPCA-approved,,Ingham's
f5f65,Nyroca,Broiler (Meat) Chickens,,-35.098503,139.26004,"-35.098503, 139.260040","18 Doyle Rd, Northern Heights SA 5253, Australia",Doyle Road,Northern Heights,SA,5253,Open,,,
6.70E+80,Orland Poultry,Broiler (Meat) Chickens,,-35.186348,139.407669,"-35.186348, 139.407669","LOT 4 Orland Rd, Kepa SA 5259, Australia",Unnamed Road,Tailem Bend,SA,5260,Open,,,
d3bfd,Paralilla Broiler Farm,Broiler (Meat) Chickens,,-34.090057,138.148178,"-34.090057, 138.148178",,Mail Road,South Hummocks,SA,5550,Open,,ProTen Pty Ltd,
6f3fd,Pineview Poultry,Broiler (Meat) Chickens,,-35.040897,139.39537,"-35.040897, 139.395370","Pine View Rd, Burdett SA 5253, Australia",Pine View Road,Burdett,SA,5253,Open,,Robert Sherrah,Ingham's
2cc31,Pitstop Poultry Units 1 & 2,Broiler (Meat) Chickens,,-34.459423,138.421234,"-34.459423, 138.421234",,Old Dublin Road,Dublin,SA,5501,Open,RSPCA-approved,,Ingham's
95725,Porcupine Broiler Farm,Broiler (Meat) Chickens,,-34.538891,138.506897,"-34.538891, 138.506897",,Mallala Road,Korunye,SA,5502,Open,,,
20b7a,Porcupine Broiler Farm,Broiler (Meat) Chickens,,-34.534245,138.500366,"-34.534245, 138.500366",,Mallala Road,Korunye,SA,5502,Open,,,
3.10E+59,Porcupine Free Range Broiler Farm,Broiler (Meat) Chickens,,-34.536541,138.509171,"-34.536541, 138.509171",,Mallala Road,Korunye,SA,5502,Open,Free Range,,
aed29,Poultry,Broiler (Meat) Chickens,,-34.569508,138.487961,"-34.569508, 138.487961",,Temby Road,Korunye,SA,5502,Open,,,
bc0b8,Poussin Poultry,Broiler (Meat) Chickens,,-35.083122,139.169525,"-35.083122, 139.169525","688 Monarto Rd, Pallamana SA 5254, Australia",,Pallamana,SA,5254,Open,RSPCA-approved,Michel Vidot,Ingham's
9363a,ProTen Broiler Farm,Broiler (Meat) Chickens,,-34.079945,138.148178,"-34.079945, 138.148178",,Mail Road,South Hummocks,SA,5550,Open,,ProTen Pty Ltd,
93971,R.A & J.L Rothe,Broiler (Meat) Chickens,,-35.109852,139.116989,"-35.109852, 139.116989","LOT 136 Old Princes Hwy, Monarto SA 5254, Australia",Old Princes Highway,Monarto,SA,5254,Open,,,
5a6f1,Riverland Free Range Pty Ltd,Broiler (Meat) Chickens,,-34.312988,139.599167,"-34.312988, 139.599167",,Unnamed Road,Blanchetown,SA,5357,Open,Free Range,,
cdb4e,Riverton Farm,Broiler (Meat) Chickens,,-34.145172,138.723267,"-34.145172, 138.723267",,Rhynie-Riverton Road,Riverton,SA,5412,Open,,,
717b7,Robertstown Breeder Farm,Broiler (Meat) Chickens,,-33.973652,139.076492,"-33.973652, 139.076492",,Black Spring Road,Robertstown,SA,5381,Open,Parent / Breeder,,
cf77d,Rockwood Farm (Southern Cross Farms Pty Ltd),Broiler (Meat) Chickens,,-34.228554,138.518723,"-34.228554, 138.518723",,Woods Road,Owen,SA,5460,Open,,David Shepherd,Ingham's
33bf9,Sandy Ridge Poultry,Broiler (Meat) Chickens,,-34.537231,138.622177,"-34.537231, 138.622177",,Gregor Road,Reeves Plains,SA,5502,Open,,,
056db,Schmidt Poultry,Broiler (Meat) Chickens,,-35.090672,138.801392,"-35.090672, 138.801392",,,Echunga,SA,5153,Open,,,
5843b,Schmidt Poultry #2,Broiler (Meat) Chickens,,-35.093018,138.798401,"-35.093018, 138.798401",,,Echunga,SA,5153,Open,,,
bef16,Siddalls Poultry,Broiler (Meat) Chickens,,-35.253361,138.951675,"-35.253361, 138.951675",,Hudd Road,Bletchley,SA,5255,Open,,Raymond Siddall,
fee23,Siddalls Poultry 1-4,Broiler (Meat) Chickens,,-35.257351,138.963577,"-35.257351, 138.963577",,Bletchley Road,Bletchley,SA,5255,Open,,Raymond Siddall,
e5a44,Siddalls Poultry 5-10,Broiler (Meat) Chickens,,-35.256039,138.960068,"-35.256039, 138.960068",,Bletchley Road,Bletchley,SA,5255,Open,,Raymond Siddall,
b03c0,Southern Cross Farms Pty Ltd,Broiler (Meat) Chickens,,-34.23423,138.522369,"-34.234230, 138.522369",,Days Hill Road,Owen,SA,5460,Open,,David Shepherd,Ingham's
11bbc,Southern Poultry,Broiler (Meat) Chickens,,-35.05756,139.378189,"-35.057560, 139.378189","Eucalyptus Rd, Burdett SA 5253, Australia",Eucalypt Road,Burdett,SA,5253,Open,,Robert Sherrah,Ingham's
da8e5,Unknown,Broiler (Meat) Chickens,,-35.048786,138.831406,"-35.048786, 138.831406",,Nixon Road,Totness,SA,5250,Open,,,
00ce4,Unknown,Broiler (Meat) Chickens,,-34.139202,138.330688,"-34.139202, 138.330688",,Street Station Road,Saints,SA,5461,Open,,,
25a23,Unknown broiler farm,Broiler (Meat) Chickens,,-34.152081,138.174606,"-34.152081, 138.174606",,Unnamed Road,Port Wakefield,SA,5550,Open,,,
35317,Unknown broiler farm,Broiler (Meat) Chickens,,-34.133236,138.173157,"-34.133236, 138.173157",,Bussenschutt Road,Port Wakefield,SA,5550,Open,,,
be381,Unknown broiler farm,Broiler (Meat) Chickens,,-35.02668,139.329269,"-35.026680, 139.329269",,Mypolonga Road,Mypolonga,SA,5254,Open,,,
c7821,Unknown broiler farm,Broiler (Meat) Chickens,,-34.143642,138.671326,"-34.143642, 138.671326",123 Woolshed Flat Rd,Woolshed Flat Road,Rhynie,SA,5412,Open,,,
1.50E+68,Unknown Chicken Broiler,Broiler (Meat) Chickens,,-35.16655,138.798218,"-35.166550, 138.798218",,Greenhills Road,Green Hills Range,SA,5153,Open,,,
d9234,Anna Creek Station,Cattle (Beef),,-28.756458,136.065979,"-28.756458, 136.065979",,Oodnadatta Track,Anna Creek,SA,5723,Open,,,
1e650,Black Rock Plain Feedlot,Cattle (Beef),,-32.900887,138.663635,"-32.900887, 138.663635",,McKay Road,Black Rock,SA,5431,Open,Feedlot,,
194d7,Coolalie Feedlot,Cattle (Beef),,-34.078342,137.87706,"-34.078342, 137.877060",,Pontifex Road,Paskeville,SA,5552,Open,Feedlot,,
9ae0c,Donava Farm,Cattle (Beef),,-33.813099,138.441345,"-33.813099, 138.441345",,Unnamed Road,Blyth,SA,5462,Open,,,
22ec2,Iranda Beef Feedlot,Cattle (Beef),,-35.761784,140.104813,"-35.761784, 140.104813",,Carcuma Road,Tintinara,SA,5266,Open,Feedlot,,
1ff0b,Korunye Park Feedlot,Cattle (Beef),,-34.491966,138.525986,"-34.491966, 138.525986",,Unnamed Road,Korunye,SA,5502,Open,Feedlot,,
8a616,Lowerlight feedlot,Cattle (Beef),,-34.557785,138.397507,"-34.557785, 138.397507",,Unnamed Road,Lower Light,SA,5501,Open,Feedlot,,
72b1c,Mayura Station Wagyu Beef,Cattle (Beef),,-37.63063,140.295486,"-37.630630, 140.295486",,Canunda Frontage Road,Millicent,SA,5280,Open,,,
69fce,Nasser Feedlot,Cattle (Beef),,-34.479923,138.377243,"-34.479923, 138.377243",,Unnamed Road,Dublin,SA,5501,Open,Feedlot,,
b65f1,Prince Royal Station Feedlot,Cattle (Beef),,-33.725014,138.96344,"-33.725014, 138.963440",,Unnamed Road,Burra,SA,5417,Open,Feedlot,,
75fd6,Princess Royal Station Feedlot,Cattle (Beef),,-33.580925,138.844925,"-33.580925, 138.844925","Hills Road, Booborowie SA Australia 5417",Unnamed Road,Mount Bryan,SA,5418,Open,Feedlot,,
869b4,Romadel Feedlot,Cattle (Beef),,-34.501621,138.396866,"-34.501621, 138.396866",,Unnamed Road,Lower Light,SA,5501,Open,Feedlot,,
7c4ad,Torakina,Cattle (Beef),,-33.77636,138.226791,"-33.776360, 138.226791",,Torakina Road,Snowtown,SA,5520,Open,,,
45de2,Tungali Feedlot,Cattle (Beef),,-34.490768,139.307648,"-34.490768, 139.307648",,Unnamed Road,Sedan,SA,5353,Open,Feedlot,,
d7722,Unknown feedlot,Cattle (Beef),,-34.588451,138.690781,"-34.588451, 138.690781",,Ward Belt Road,Ward Belt,SA,5118,Open,Feedlot,,
51ea3,Unknown feedlot,Cattle (Beef),,-33.487694,138.770355,"-33.487694, 138.770355",,North BOOBOROWIE Road,North Booborowie,SA,5417,Open,Feedlot,,
b890f,Unknown feedlot,Cattle (Beef),,-33.136806,138.513275,"-33.136806, 138.513275",,Jamestown-Appila Road,Caltowie North,SA,5490,Open,Feedlot,,
88916,Unknown feedlot,Cattle (Beef),,-33.817814,138.337112,"-33.817814, 138.337112",,Hancock Road,Condowie,SA,5464,Open,Feedlot,,
0b6d6,Unknown feedlot,Cattle (Beef),,-33.952934,138.133789,"-33.952934, 138.133789",,Ninnes-Lochiel Road,Lochiel,SA,5510,Open,Feedlot,,
e5d47,Unknown feedlot,Cattle (Beef),,-35.273399,140.268402,"-35.273399, 140.268402",,Unnamed Road,Lameroo,SA,5302,Open,Feedlot,,
44466,Unknown feedlot,Cattle (Beef),,-34.557831,140.643402,"-34.557831, 140.643402",,Unnamed Road,Woodleigh,SA,5311,Open,Feedlot,,
487c6,Unknown feedlot,Cattle (Beef),,-35.228573,139.293686,"-35.228573, 139.293686",,Unnamed Road,Brinkley,SA,5253,Open,Feedlot,,
31cf2,Unknown Feedlot,Cattle (Beef),,-33.883949,138.559387,"-33.883949, 138.559387",,Woodlands Brae Road,Spring Gully,SA,5453,Open,Feedlot,,
7daae,Van Den Brink Partners Pty Ltd,Cattle (Beef),,-35.734852,139.252823,"-35.734852, 139.252823",,Unnamed Road,Meningie,SA,5264,Open,,,
04f5c,Wanderribby Feedlot,Cattle (Beef),,-35.756332,139.351868,"-35.756332, 139.351868",,Unnamed Road,Meningie,SA,5264,Open,Feedlot,,
dbf36,Watergate Friesian Stud,Cattle (Beef),,-35.144398,138.815033,"-35.144398, 138.815033",,Whites Road,Flaxley,SA,5153,Open,,,
1fc9f,AMDENA Farms,Dairy,,-35.340622,138.595001,"-35.340622, 138.595001",,Lanacoona Road,Mount Compass,SA,5210,Open,,"Robert, Mandy & Nick Brokenshire",
f8df9,Barcoola Dairy,Dairy,,-37.400124,140.768936,"-37.400124, 140.768936",,Old Kalangadoo-P Road,Monbulla,SA,5277,Open,,NH & TL Pratt,
f093f,Brooks Dairy Farm,Dairy,,-35.1688,138.711807,"-35.168800, 138.711807",219 Hillyfields road Kangarilla,Dashwood Gully Road,Kangarilla,SA,5157,Open,,LR & HD BROOKS & SON,
23fe8,Campbell House,Dairy,,-35.689552,139.217484,"-35.689552, 139.217484",,Unnamed Road,Meningie,SA,5264,Open,,,
d6df9,Cleland's Dairy,Dairy,,-35.374069,138.693924,"-35.374069, 138.693924",,Unnamed Road,Tooperang,SA,5255,Open,,,
52a32,Compass Dairies,Dairy,,-35.384315,138.648788,"-35.384315, 138.648788",,Goolwa Road,Tooperang,SA,5255,Open,,,Parmalat
5732b,Donnybrook Farms,Dairy,,-37.777126,140.527084,"-37.777126, 140.527084",,Schutz Road,Tantanoola,SA,5280,Open,,Donnybrook Dairy Pty Ltd,
714f7,Geelunga Ayrshires Dairy,Dairy,,-35.164375,138.764267,"-35.164375, 138.764267",,Kondoparinga Road,Meadows,SA,5201,Open,,,
abc61,Glenrobin Dairy,Dairy,,-35.209942,138.738724,"-35.209942, 138.738724",,Morris Road,Prospect Hill,SA,5201,Open,,J & C L LOVELOCK,
e79a1,Hilltop View Dairy,Dairy,,-35.523354,138.523453,"-35.523354, 138.523453",,Unnamed Road,Back Valley,SA,5211,Open,,,
13a42,Kangara Farms,Dairy,,-35.121948,138.650818,"-35.121948, 138.650818",,Quigley Road,Clarendon,SA,5157,Open,,,Parmalat
78ee1,Korunye Dairy,Dairy,,-34.54488,138.523438,"-34.544880, 138.523438",,Harvey Road,Korunye,SA,5502,Open,,,
9fbb9,Kowald Farm Partnership,Dairy,,-34.894203,138.950958,"-34.894203, 138.950958",,Springhead Road,Mount Torrens,SA,5244,Open,,,
c1485,Kurleah Dairy Farm,Dairy,,-37.980518,140.678238,"-37.980518, 140.678238",,Unnamed Road,Mount Schank,SA,5291,Open,,,
d53ef,Nangkita Hills Dairy,Dairy,,-35.334743,138.663086,"-35.334743, 138.663086",,Unnamed Road,Nangkita,SA,5210,Open,,,Parmalat
267a1,Newlyn Park Dairies,Dairy,,-35.213924,138.745224,"-35.213924, 138.745224",,Hay Road,Prospect Hill,SA,5201,Open,,H A NEWMAN AND CO,
